,Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan Parlimen,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
110,UMNO,DATIL KHAMSIYAH YEOP,10924,5632.0,2004,Perak,LENGGONG,55,Menang,16216,67.36556487419833,23159,78,18,2,1,0,0,0
111,PAS,ZULKIFLI ABU,5292,0.0,2004,Perak,LENGGONG,55,Kalah,16216,32.63443512580168,23159,78,18,2,1,0,0,0
112,UMNO,DATUK RAJA AHMAD ZAINUDDIN RAJA OMAR,18421,7438.0,2004,Perak,LARUT,56,Menang,29404,62.64793905591076,40150,86,7,7,0,0,0,0
113,PAS,KAMARUDDIN AWANG BASIR,10983,0.0,2004,Perak,LARUT,56,Kalah,29404,37.35206094408924,40150,86,7,7,0,0,0,0
114,UMNO,BRIG (G) DATUK ABD HAMID NGAH @ ZAINAL ABIDIN,19317,4698.0,2004,Perak,PARIT BUNTAR,57,Menang,33936,56.92185289957567,44797,67,28,5,0,0,0,0
115,PAS,DATUK DR HASAN MOHD ALI,14619,0.0,2004,Perak,PARIT BUNTAR,57,Kalah,33936,43.07814710042433,44797,67,28,5,0,0,0,0
116,UMNO,DATUK ZAINAL ABIDIN ZIN,19827,5614.0,2004,Perak,BAGAN SERAI,58,Menang,34040,58.24618096357226,47745,73,16,11,0,0,0,0
117,PAS,AHMAD AWANG,14213,0.0,2004,Perak,BAGAN SERAI,58,Kalah,34040,41.753819036427736,47745,73,16,11,0,0,0,0
118,GERAKAN,TAN LIAN HOE,16846,6702.0,2004,Perak,BUKIT GANTANG,59,Menang,26990,62.415709522045205,53880,63,28,10,0,0,0,0
119,PAS,DR LO LO MOHAMED GHAZLI,10144,0.0,2004,Perak,BUKIT GANTANG,59,Kalah,26990,37.5842904779548,53880,63,28,10,0,0,0,0
120,PPP,DATUK M KAYVEAS,20129,2172.0,2004,Perak,TAIPING,60,Menang,42457,47.41032103068987,65046,32,53,14,1,0,0,0
121,DAP,ONG CHEE KENG,17957,0.0,2004,Perak,TAIPING,60,Kalah,42457,42.29455684574982,65046,32,53,14,1,0,0,0
122,PKR,P ANNAH DORAI,4371,0.0,2004,Perak,TAIPING,60,Kalah,42457,10.295122123560308,65046,32,53,14,1,0,0,0
123,UMNO,DATUK SERI MOHAMED NAZRI ABD AZIZ,9214,4772.0,2004,Perak,PADANG RENGAS,61,Menang,13656,67.4721734036321,24863,73,20,7,0,0,0,0
124,PKR,MOHD ZOLKAFLI YAHAYA,4442,0.0,2004,Perak,PADANG RENGAS,61,Kalah,13656,32.527826596367895,24863,73,20,7,0,0,0,0
125,MIC,DATUK SERI SAMY VELLU,18797,10235.0,2004,Perak,SUNGAI SIPUT,62,Menang,30223,62.19435529232704,46783,31,41,23,5,0,0,0
126,PKR,DR MICHAEL JEYAKUMAR DEVARAJ,8562,0.0,2004,Perak,SUNGAI SIPUT,62,Kalah,30223,28.3294179929193,46783,31,41,23,5,0,0,0
127,DAP,SAMUGAM PONMUGAM PONNAN,2864,0.0,2004,Perak,SUNGAI SIPUT,62,Kalah,30223,9.476226714753665,46783,31,41,23,5,0,0,0
128,UMNO,DATUK AHMAD HUSNI HANADZLAH,31824,17360.0,2004,Perak,TAMBUN,63,Menang,46288,68.75216038714137,65219,63,24,12,1,0,0,0
129,PAS,DR KHAIRUDDIN DATUK ABDUL MALEK,14464,0.0,2004,Perak,TAMBUN,63,Kalah,46288,31.247839612858623,65219,63,24,12,1,0,0,0
130,DAP,LIM KIT SIANG,28851,9774.0,2004,Perak,IPOH TIMOR,64,Menang,47928,60.19654481722584,73333,9,86,5,0,0,0,0
131,MCA,THONG FAH CHONG,19077,0.0,2004,Perak,IPOH TIMOR,64,Kalah,47928,39.80345518277416,73333,9,86,5,0,0,0,0
132,DAP,M KULASEGARAN,22935,598.0,2004,Perak,IPOH BARAT,65,Menang,45272,50.660452376745006,68394,13,64,23,1,0,0,0
133,MCA,DATUK IR HO CHEONG SING,22337,0.0,2004,Perak,IPOH BARAT,65,Kalah,45272,49.339547623254994,68394,13,64,23,1,0,0,0
134,DAP,FONG PO KUAN,28662,7927.0,2004,Perak,BATU GAJAH,66,Menang,49397,58.023766625503576,73148,10,79,11,0,0,0,0
135,MCA,DATUK ONG KA CHUAN,20735,0.0,2004,Perak,BATU GAJAH,66,Kalah,49397,41.97623337449642,73148,10,79,11,0,0,0,0
136,UMNO,DATUK SERI RAFIDAH AZIZ,11305,5557.0,2004,Perak,KUALA KANGSAR,67,Menang,17053,66.29332082331554,28391,65,27,7,1,0,0,0
137,PAS,MOHAMMAD NIZAK JAMALUDDIN,5748,0.0,2004,Perak,KUALA KANGSAR,67,Kalah,17053,33.70667917668445,28391,65,27,7,1,0,0,0
138,GERAKAN,DATUK SERI LIM KENG YAIK,15867,4564.0,2004,Perak,BERUAS,68,Menang,27170,58.39896945160103,42173,32,55,13,0,0,0,0
139,DAP,NGA HOCK CHEH,11303,0.0,2004,Perak,BERUAS,68,Kalah,27170,41.60103054839897,42173,32,55,13,0,0,0,0
140,UMNO,NASARUDDIN HASHIM,12808,4696.0,2004,Perak,PARIT,69,Menang,20920,61.22370936902486,28916,91,4,4,1,0,0,0
141,PAS,MUHAMMAD ISMI MAT TAIB,8112,0.0,2004,Perak,PARIT,69,Kalah,20920,38.77629063097514,28916,91,4,4,1,0,0,0
142,MCA,TAN SRI HEW SEE YONG,23129,9474.0,2004,Perak,KAMPAR,70,Menang,36784,62.8778816876903,60874,26,64,10,1,0,0,0
143,DAP,LIEW AH KIM,13655,0.0,2004,Perak,KAMPAR,70,Kalah,36784,37.1221183123097,60874,26,64,10,1,0,0,0
144,MCA,TAN SRI DR TING CHEW PEH,29660,14260.0,2004,Perak,GOPENG,71,Menang,45060,65.82334664891256,68466,42,48,9,1,0,0,0
145,PKR,DR LEE BOON CHYE,15400,0.0,2004,Perak,GOPENG,71,Kalah,45060,34.17665335108744,68466,42,48,9,1,0,0,0
146,MIC,DATUK S VEERASINGAM,16945,9586.0,2004,Perak,TAPAH,72,Menang,24304,69.72103357472021,38899,44,34,13,9,0,0,0
147,PAS,DR MOHD RADZI OTHMAN,7359,0.0,2004,Perak,TAPAH,72,Kalah,24304,30.27896642527979,38899,44,34,13,9,0,0,0
148,UMNO,TAN SRI RAMLI NGAH TALIB,19422,8547.0,2004,Perak,PASIR SALAK,73,Menang,30297,64.10535696603624,42959,79,15,5,2,0,0,0
149,PAS,MUHAIMIN SULAM,10875,0.0,2004,Perak,PASIR SALAK,73,Kalah,30297,35.89464303396376,42959,79,15,5,2,0,0,0
150,MCA,KONG CHO HA,27415,11614.0,2004,Perak,LUMUT,74,Menang,43216,63.43715290633099,68522,47,41,11,1,0,0,0
151,PKR,MUSTAFA KAMIL AYUB,15801,0.0,2004,Perak,LUMUT,74,Kalah,43216,36.56284709366901,68522,47,41,11,1,0,0,0
152,UMNO,DATUK AHMAD ZAHID HAMIDI,17049,12539.0,2004,Perak,BAGAN DATOK,75,Menang,21559,79.08066236838444,34182,57,20,23,0,0,0,0
153,PKR,A AYADHURAI,4510,0.0,2004,Perak,BAGAN DATOK,75,Kalah,21559,20.91933763161557,34182,57,20,23,0,0,0,0
154,GERAKAN,MAH SIEW KEONG,18665,9836.0,2004,Perak,TELUK INTAN,76,Menang,33622,55.51424662423413,53063,35,45,20,0,0,0,0
155,DAP,WU HIM VEN,8829,0.0,2004,Perak,TELUK INTAN,76,Kalah,33622,26.259591933852835,53063,35,45,20,0,0,0,0
156,PKR,N GOBALAKRISHNAN,6128,0.0,2004,Perak,TELUK INTAN,76,Kalah,33622,18.226161441913032,53063,35,45,20,0,0,0,0
157,MCA,DATUK LOKE YUEN YOW,24025,14536.0,2004,Perak,TANJONG MALIM,77,Menang,33514,71.68645939010563,52743,49,32,16,3,0,0,0
158,PKR,SHAMSUDDIN ABDUL RAHMAN,9489,0.0,2004,Perak,TANJONG MALIM,77,Kalah,33514,28.31354060989437,52743,49,32,16,3,0,0,0
159,MIC,DEVAMANY A/L KRISHNASAMY,10226,6260.0,2004,Pahang,CAMERON HIGHLANDS,78,Menang,14192,72.05467869222097,23061,36,33,16,16,0,0,0
160,DAP,APALASAMY A/L JATALIAH,3966,0.0,2004,Pahang,CAMERON HIGHLANDS,78,Kalah,14192,27.94532130777903,23061,36,33,16,16,0,0,0
161,UMNO,MOHAMAD SHAHRUM OSMAN,13870,7624.0,2004,Pahang,LIPIS,79,Menang,20116,68.95008948101014,28083,73,20,7,1,0,0,0
162,PAS,MOHD ZAI MUSTAFA,6246,0.0,2004,Pahang,LIPIS,79,Kalah,20116,31.049910518989854,28083,73,20,7,1,0,0,0
163,MCA,DATUK DR NG YEN YEN,20472,9822.0,2004,Pahang,RAUB,80,Menang,31122,65.77983420088684,44523,48,44,7,2,0,0,0
164,DAP,CHOONG SIEW OON,10650,0.0,2004,Pahang,RAUB,80,Kalah,31122,34.22016579911317,44523,48,44,7,2,0,0,0
165,UMNO,DATUK SERI TENGKU AZLAN SULTAN ABU BAKAR,21349,8457.0,2004,Pahang,JERANTUT,81,Menang,34241,62.349230454718025,46059,80,15,3,1,0,0,0
166,PAS,DR HAMZAH JAAFAR,12892,0.0,2004,Pahang,JERANTUT,81,Kalah,34241,37.650769545281975,46059,80,15,3,1,0,0,0
167,UMNO,DATUK WAN ADNAN WAN MAMAT,25177,14229.0,2004,Pahang,INDERA MAHKOTA,82,Menang,36125,69.69411764705882,47455,65,28,6,1,0,0,0
168,PKR,DZULKIFLI ISMAIL,10948,0.0,2004,Pahang,INDERA MAHKOTA,82,Kalah,36125,30.305882352941172,47455,65,28,6,1,0,0,0
169,MCA,DATUK FU AH KIOW,21324,9147.0,2004,Pahang,KUANTAN,83,Menang,33501,63.65183128861825,45935,58,37,5,1,0,0,0
170,PKR,FUZIAH SALLEH,12177,0.0,2004,Pahang,KUANTAN,83,Kalah,33501,36.34816871138175,45935,58,37,5,1,0,0,0
171,UMNO,DATUK SERI DR SITI ZAHARAH SULAIMAN,20474,12518.0,2004,Pahang,PAYA BESAR,84,Menang,28430,72.01547660921561,37440,78,19,2,1,0,0,0
172,PKR,SAARI SUNGIB,7956,0.0,2004,Pahang,PAYA BESAR,84,Kalah,28430,27.984523390784386,37440,78,19,2,1,0,0,0
173,UMNO,DATUK SERI MOHD NAJIB TUN ABDUL RAZAK,31956,22922.0,2004,Pahang,PEKAN,85,Menang,40990,77.9604781654062,52687,89,3,2,6,0,0,0
174,PAS,BRIG JEN (B) DATUK ZAKARIA DAHLAN,9034,0.0,2004,Pahang,PEKAN,85,Kalah,40990,22.039521834593803,52687,89,3,2,6,0,0,0
175,UMNO,ISMAIL ABDUL MUTTALIB,15725,7242.0,2004,Pahang,MARAN,86,Menang,24208,64.95786516853933,31860,89,8,2,1,0,0,0
176,PAS,DATUK TUAN IBRAHIM TUAN MAN,8483,0.0,2004,Pahang,MARAN,86,Kalah,24208,35.04213483146067,31860,89,8,2,1,0,0,0
177,UMNO,ISMAIL MOHAMED SAID,16021,7351.0,2004,Pahang,KUALA KRAU,87,Menang,24691,64.88599084686727,31404,89,4,4,4,0,0,0
178,PAS,MUSANIFF AB RAHMAN,8670,0.0,2004,Pahang,KUALA KRAU,87,Kalah,24691,35.11400915313272,31404,89,4,4,4,0,0,0
179,UMNO,DATUK MOHD SARIT YUSOH,24633,12607.0,2004,Pahang,TEMERLOH,88,Menang,36659,67.19495894596143,49984,62,27,9,2,0,0,0
180,PAS,IDRIS OMAR,12026,0.0,2004,Pahang,TEMERLOH,88,Kalah,36659,32.80504105403857,49984,62,27,9,2,0,0,0
181,MCA,LIOW TIONG LAI,27144,16839.0,2004,Pahang,BENTONG,89,Menang,37449,72.48257630377313,52665,41,49,9,1,0,0,0
182,DAP,ABUB BAKAR LEBAI SUDIN,10305,0.0,2004,Pahang,BENTONG,89,Kalah,37449,27.517423696226867,52665,41,49,9,1,0,0,0
183,UMNO,ISMAIL SABRI YAAKOB,16714,4470.0,2004,Pahang,BERA,90,Menang,28958,57.71807445265557,40631,58,35,5,3,0,0,0
184,PAS,DR ABDUL WAHAB ISMAIL,12244,0.0,2004,Pahang,BERA,90,Kalah,28958,42.28192554734443,40631,58,35,5,3,0,0,0
185,UMNO,DATUK DR JAMALUDDIN MOHD JARJIS,19359,9350.0,2004,Pahang,ROMPIN,91,Menang,29368,65.91868700626533,38319,89,3,2,6,0,0,0
186,PAS,SUKRI AHMAD,10009,0.0,2004,Pahang,ROMPIN,91,Kalah,29368,34.08131299373468,38319,89,3,2,6,0,0,0
187,UMNO,DATUK MAT YASIR IKHSAN,13826,5348.0,2004,Selangor,SABAK BERNAM,92,Menang,22304,61.98888091822095,30862,80,14,6,0,0,0,0
188,PKR,BADRUL AMIN BAHRON,8478,0.0,2004,Selangor,SABAK BERNAM,92,Kalah,22304,38.01111908177905,30862,80,14,6,0,0,0,0
189,UMNO,NORIAH KASNON,15337,7349.0,2004,Selangor,SUNGAI BESAR,93,Menang,23325,65.7534833869239,31001,66,32,2,0,0,0,0
190,PAS,SALLEHEN MUKHYI,7988,0.0,2004,Selangor,SUNGAI BESAR,93,Kalah,23325,34.246516613076096,31001,66,32,2,0,0,0,0
191,MIC,DATUK G PALANIVEL,27807,14483.0,2004,Selangor,ULU SELANGOR,94,Menang,41131,67.60594199022636,58533,50,29,19,2,0,0,0
192,PAS,DATUK ISMAIL KAMUS,13324,0.0,2004,Selangor,ULU SELANGOR,94,Kalah,41131,32.39405800977365,58533,50,29,19,2,0,0,0
193,UMNO,DATUK NOH OMAR,17750,9008.0,2004,Selangor,TANJONG KARANG,95,Menang,26492,67.00135890080024,35816,70,18,13,0,0,0,0
194,PAS,ABDUL GHANI SAMSUDIN,8742,0.0,2004,Selangor,TANJONG KARANG,95,Kalah,26492,32.99864109919976,35816,70,18,13,0,0,0,0
195,UMNO,MOHD DAUD TARIPEH,22001,13662.0,2004,Selangor,KUALA SELANGOR,96,Menang,30340,72.51483190507581,41712,60,17,23,0,0,0,0
196,PKR,RAJA KAMARUDDIN RAJA ABDUL WAHID,8339,0.0,2004,Selangor,KUALA SELANGOR,96,Kalah,30340,27.48516809492419,41712,60,17,23,0,0,0,0
197,MCA,DATUK CHAN KONG CHOY,36343,23226.0,2004,Selangor,SELAYANG,97,Menang,49460,73.479579458148,71152,44,39,17,1,0,0,0
198,PKR,KOH SWE YONG,13117,0.0,2004,Selangor,SELAYANG,97,Kalah,49460,26.520420541852,71152,44,39,17,1,0,0,0
199,UMNO,DR RAMAN ISMAIL,39870,13207.0,2004,Selangor,GOMBAK,98,Menang,66533,59.92514992560083,92225,74,14,11,1,0,0,0
200,PAS,DR MOHD HATTA MD RAMLI,26663,0.0,2004,Selangor,GOMBAK,98,Kalah,66533,40.07485007439917,92225,74,14,11,1,0,0,0
201,UMNO,DR ROZAIDAH TALIB,33214,19732.0,2004,Selangor,AMPANG,99,Menang,46696,71.12814802124379,66626,55,35,10,1,0,0,0
202,PKR,DR A XAVIER JAYAKUMAR,13482,0.0,2004,Selangor,AMPANG,99,Kalah,46696,28.87185197875621,66626,55,35,10,1,0,0,0
203,MCA,DATUK ONG TEE KEAT,26721,14112.0,2004,Selangor,PANDAN,100,Menang,39330,67.94050343249428,57884,52,42,5,1,0,0,0
204,PAS,ISKANDAR ABDUL SAMAD,12609,0.0,2004,Selangor,PANDAN,100,Kalah,39330,32.05949656750572,57884,52,42,5,1,0,0,0
205,UMNO,MARKIMAN KOBIRAN,40937,22777.0,2004,Selangor,HULU LANGAT,101,Menang,59097,69.27085977291571,79999,52,37,10,1,0,0,0
206,PAS,DATUK YEOP ADLAN CHE ROSE,18160,0.0,2004,Selangor,HULU LANGAT,101,Kalah,59097,30.729140227084287,79999,52,37,10,1,0,0,0
207,MCA,DATUK YAP PIAN HON,34495,11280.0,2004,Selangor,SERDANG,102,Menang,57710,59.7730029457633,78837,34,54,11,0,0,0,0
208,DAP,WONG KOK YEW,23215,0.0,2004,Selangor,SERDANG,102,Kalah,57710,40.2269970542367,78837,34,54,11,0,0,0,0
209,GERAKAN,LAU YENG PENG,21291,11882.0,2004,Selangor,PUCHONG,103,Menang,39885,53.38097028958255,59694,47,36,16,1,0,0,0
210,PAS,DR AZMI JAMION @ JEMINGON,9409,0.0,2004,Selangor,PUCHONG,103,Kalah,39885,23.590322176256738,59694,47,36,16,1,0,0,0
211,DAP,WONG CHOONG YUN,9185,0.0,2004,Selangor,PUCHONG,103,Kalah,39885,23.028707534160716,59694,47,36,16,1,0,0,0
212,MCA,DATUK DONALD LIM SIANG CHAI,35054,21416.0,2004,Selangor,PJ SELATAN,105,Menang,48692,71.99129220405815,73503,37,47,16,1,0,0,0
213,PKR,R SIVARASA,13638,0.0,2004,Selangor,PJ SELATAN,105,Kalah,48692,28.00870779594184,73503,37,47,16,1,0,0,0
214,MCA,CHEW MEI FUN,32422,13043.0,2004,Selangor,PJ UTARA,106,Menang,51801,62.5895252987394,75935,15,77,7,1,0,0,0
215,DAP,RONNIE LIU TIAN KHIEW,19379,0.0,2004,Selangor,PJ UTARA,106,Kalah,51801,37.4104747012606,75935,15,77,7,1,0,0,0
216,MIC,TAN SRI KS NIJHAR,32941,15460.0,2004,Selangor,SUBANG,107,Menang,50422,65.33060965451588,68739,49,34,16,1,0,0,0
217,PKR,MOHD NASIR HASHIM,17481,0.0,2004,Selangor,SUBANG,107,Kalah,50422,34.66939034548411,68739,49,34,16,1,0,0,0
218,UMNO,DATUK ABDUL AZIZ SHAMSUDDIN,32417,13410.0,2004,Selangor,SHAH ALAM,108,Menang,51424,63.0386589919104,69170,66,17,17,1,0,0,0
219,PAS,KHALID ABDUL SAMAD,19007,0.0,2004,Selangor,SHAH ALAM,108,Kalah,51424,36.961341008089605,69170,66,17,17,1,0,0,0
220,MIC,P KOMALADEVI,44007,14588.0,2004,Selangor,KAPAR,109,Menang,73426,59.93381091166616,104185,49,38,13,0,0,0,0
221,PKR,ANG HIOK GAI,29419,0.0,2004,Selangor,KAPAR,109,Kalah,73426,40.06618908833384,104185,49,38,13,0,0,0,0
222,MCA,DATIN PADUKA DR TAN YEE KEW,32138,13281.0,2004,Selangor,KLANG,110,Menang,50995,63.02186488871458,74062,33,47,19,1,0,0,0
223,DAP,DR WONG ANG PENG,18857,0.0,2004,Selangor,KLANG,110,Kalah,50995,36.97813511128542,74062,33,47,19,1,0,0,0
224,MIC,S VIGNESWARAN,24376,8239.0,2004,Selangor,KOTA RAJA,111,Menang,44121,55.24806781351284,58374,50,21,28,1,0,0,0
225,PAS,DR MARIAH MAHMUD,16137,0.0,2004,Selangor,KOTA RAJA,111,Kalah,44121,36.57442034405385,58374,50,21,28,1,0,0,0
226,IND,T KRISNASAMI,3608,0.0,2004,Selangor,KOTA RAJA,111,Kalah,44121,8.177511842433308,58374,50,21,28,1,0,0,0
227,UMNO,DATUK DR SHAFIE MOHD SALLEH,34118,21495.0,2004,Selangor,KUALA LANGAT,112,Menang,46741,72.99373141353415,63151,52,27,19,2,0,0,0
228,PKR,ZULKIFLI NOORDIN,12623,0.0,2004,Selangor,KUALA LANGAT,112,Kalah,46741,27.006268586465843,63151,52,27,19,2,0,0,0
229,UMNO,DATUK MOHD ZIN MOHAMED,30755,18837.0,2004,Selangor,SEPANG,113,Menang,42673,72.07133316148384,58296,55,24,19,3,0,0,0
230,PAS,MOHAMED MAKKI AHMAD,11918,0.0,2004,Selangor,SEPANG,113,Kalah,42673,27.92866683851616,58296,55,24,19,3,0,0,0
231,DAP,DR TAN SENG GIAW,23282,1854.0,2004,Federal Territories,KEPONG,114,Menang,44710,52.07336166405726,60273,4,91,5,0,0,0,0
232,GERAKAN,MA WOEI CHYI,21428,0.0,2004,Federal Territories,KEPONG,114,Kalah,44710,47.92663833594274,60273,4,91,5,0,0,0,0
233,GERAKAN,NG LIP YONG @ NG LIP SAT,28718,11517.0,2004,Federal Territories,BATU,115,Menang,45919,62.54056055227684,67652,42,41,16,1,0,0,0
234,PKR,CHUA TIAN CHANG,17201,0.0,2004,Federal Territories,BATU,115,Kalah,45919,37.45943944772316,67652,42,41,16,1,0,0,0
235,MCA,YEW TEONG LOOK,23135,10185.0,2004,Federal Territories,WANGSA MAJU,116,Menang,36085,64.11251212415131,50682,53,38,8,1,0,0,0
236,PKR,SAHRI BAHARI,12950,0.0,2004,Federal Territories,WANGSA MAJU,116,Kalah,36085,35.88748787584869,50682,53,38,8,1,0,0,0
237,GERAKAN,DR TAN KEE KWONG,28061,16968.0,2004,Federal Territories,SEGAMBUT,117,Menang,39154,71.668284211064,57349,35,49,15,1,0,0,0
238,DAP,KUAN PERK SIONG,11093,0.0,2004,Federal Territories,SEGAMBUT,117,Kalah,39154,28.331715788935995,57349,35,49,15,1,0,0,0
239,UMNO,DATUK ZULHASNAN RAFIQUE,27757,19669.0,2004,Federal Territories,SETIAWANGSA,118,Menang,35845,77.4361835681406,51536,52,36,10,1,0,0,0
240,PAS,MEJAR (B) ABDUL RASHID HASSAN BASRI,8088,0.0,2004,Federal Territories,SETIAWANGSA,118,Kalah,35845,22.563816431859397,51536,52,36,10,1,0,0,0
241,UMNO,DATUK ASTAMAN ABDUL AZIZ,22910,11815.0,2004,Federal Territories,TITIWANGSA,119,Menang,34005,67.37244522864285,52017,64,24,11,1,0,0,0
242,PAS,MOHAMAD NOOR MOHAMAD,11095,0.0,2004,Federal Territories,TITIWANGSA,119,Kalah,34005,32.627554771357154,52017,64,24,11,1,0,0,0
243,DAP,FONG KUI LUN,19103,304.0,2004,Federal Territories,BUKIT BINTANG,120,Menang,39141,48.80560026570604,65112,13,76,11,1,0,0,0
244,MCA,TAN CHEW MOOI,18799,0.0,2004,Federal Territories,BUKIT BINTANG,120,Kalah,39141,48.02892108019724,65112,13,76,11,1,0,0,0
245,MDP,WEE CHOO KEONG,1107,0.0,2004,Federal Territories,BUKIT BINTANG,120,Kalah,39141,2.828236376178432,65112,13,76,11,1,0,0,0
246,IND,BILLI LIM PENG SOON,132,0.0,2004,Federal Territories,BUKIT BINTANG,120,Kalah,39141,0.3372422779182954,65112,13,76,11,1,0,0,0
247,UMNO,DATUK SERI SHAHRIZAT ABDUL JALIL,26474,15288.0,2004,Federal Territories,LEMBAH PANTAI,121,Menang,37660,70.29739776951673,56562,53,26,20,1,0,0,0
248,PKR,SANUSI OSMAN,11186,0.0,2004,Federal Territories,LEMBAH PANTAI,121,Kalah,37660,29.702602230483272,56562,53,26,20,1,0,0,0
249,DAP,TERESA KOK SUH SIM,33197,12895.0,2004,Federal Territories,SEPUTEH,122,Menang,53499,62.05162713321744,74702,5,89,5,1,0,0,0
250,MCA,CHIN YEN FOO,20302,0.0,2004,Federal Territories,SEPUTEH,122,Kalah,53499,37.94837286678256,74702,5,89,5,1,0,0,0
251,DAP,TAN KOK WAI,29056,11861.0,2004,Federal Territories,CHERAS,123,Menang,46251,62.82242546107111,67794,9,83,7,0,0,0,0
252,MCA,LEE BOON KOK,17195,0.0,2004,Federal Territories,CHERAS,123,Kalah,46251,37.17757453892889,67794,9,83,7,0,0,0,0
253,MCA,DATUK TAN CHAI HO,33223,17527.0,2004,Federal Territories,BANDAR TUN RAZAK,124,Menang,48919,67.9143073243525,67241,51,40,8,1,0,0,0
254,PKR,DR ROSLI IBRAHIM,15696,0.0,2004,Federal Territories,BANDAR TUN RAZAK,124,Kalah,48919,32.0856926756475,67241,51,40,8,1,0,0,0
255,UMNO,DATUK TENGKU ADNAN TENGKU MANSOR,4086,3546.0,2004,Federal Territories,PUTRAJAYA,125,Menang,4626,88.32684824902724,5079,95,2,3,1,0,0,0
256,PKR,ABDUL RAHMAN OTHMAN,540,0.0,2004,Federal Territories,PUTRAJAYA,125,Kalah,4626,11.673151750972762,5079,95,2,3,1,0,0,0
257,UMNO,DATUK SERI DR RAIS YATIM,20650,14780.0,2004,Negeri Sembilan,JELEBU,126,Menang,26520,77.8657616892911,37716,61,30,7,2,0,0,0
258,PAS,DR ROSLI YAAKOP,5870,0.0,2004,Negeri Sembilan,JELEBU,126,Kalah,26520,22.1342383107089,37716,61,30,7,2,0,0,0
259,UMNO,TAN SRI MOHAMED ISA ABDUL SAMAD,26360,17080.0,2004,Negeri Sembilan,JEMPOL,127,Menang,35640,73.96184062850729,50553,57,29,14,0,0,0,0
260,PAS,MOHAMAD FOZI MOHD ZIN,9280,0.0,2004,Negeri Sembilan,JEMPOL,127,Kalah,35640,26.038159371492704,50553,57,29,14,0,0,0,0
261,MCA,DATUK HON CHOON KIM,36542,16236.0,2004,Negeri Sembilan,SEREMBAN,128,Menang,56848,64.28018575851394,81704,39,48,12,1,0,0,0
262,DAP,CHOONG YEN LOONG,20306,0.0,2004,Negeri Sembilan,SEREMBAN,128,Kalah,56848,35.71981424148607,81704,39,48,12,1,0,0,0
263,UMNO,DATUK HASAN MALEK,22105,13342.0,2004,Negeri Sembilan,KUALA PILAH,129,Menang,30868,71.61137747829467,43094,75,18,5,1,0,0,0
264,PKR,ANNUAR MOHD SALEH,8763,0.0,2004,Negeri Sembilan,KUALA PILAH,129,Kalah,30868,28.38862252170533,43094,75,18,5,1,0,0,0
265,MCA,DATUK GOH SIOW HUAT,25009,4563.0,2004,Negeri Sembilan,RASAH,130,Menang,45455,55.01924980750192,65152,27,52,21,1,0,0,0
266,DAP,CHAN SU SANN,20446,0.0,2004,Negeri Sembilan,RASAH,130,Kalah,45455,44.98075019249808,65152,27,52,21,1,0,0,0
267,UMNO,DATUK FIRDAUS MUHAMMAD ROM HARUN,28664,18656.0,2004,Negeri Sembilan,REMBAU,131,Menang,38672,74.12081092263136,53537,70,15,15,1,0,0,0
268,PAS,DR DZULKEFLI AHMAD,10008,0.0,2004,Negeri Sembilan,REMBAU,131,Kalah,38672,25.87918907736864,53537,70,15,15,1,0,0,0
269,MIC,S SOTHINATHAN,28494,17777.0,2004,Negeri Sembilan,TELUK KEMANG,132,Menang,39211,72.66838387187269,56459,37,38,24,1,0,0,0
270,PKR,AB MANAP SAHARDIN,10717,0.0,2004,Negeri Sembilan,TELUK KEMANG,132,Kalah,39211,27.331616128127312,56459,37,38,24,1,0,0,0
271,UMNO,DATUK SHAZIMAN ABU MANSOR,23936,18084.0,2004,Negeri Sembilan,TAMPIN,133,Menang,29788,80.35450516986707,41571,50,34,14,1,0,0,0
272,PAS,ABDUL RAZAKEK ABDUL RAHIM,5852,0.0,2004,Negeri Sembilan,TAMPIN,133,Kalah,29788,19.64549483013294,41571,50,34,14,1,0,0,0
273,UMNO,DATUK WIRA ABU SEMAN YUSOP,24188,18399.0,2004,Melaka,MASJID TANAH,134,Menang,29977,80.68852787136805,39005,80,15,4,0,0,0,0
274,PAS,MUHAMAD BUROK,5789,0.0,2004,Melaka,MASJID TANAH,134,Kalah,29977,19.31147212863195,39005,80,15,4,0,0,0,0
275,MCA,DATUK DR FONG CHAN ONN,29920,22548.0,2004,Melaka,ALOR GAJAH,135,Menang,37292,80.2316850799099,51588,55,32,13,0,0,0,0
276,DAP,GOH LEONG SAN,7372,0.0,2004,Melaka,ALOR GAJAH,135,Kalah,37292,19.7683149200901,51588,55,32,13,0,0,0,0
277,UMNO,IDRIS HARON,33039,24444.0,2004,Melaka,TANGGA BATU,136,Menang,41634,79.3558149589278,53291,67,27,4,2,0,0,0
278,PKR,SHAMSUL ISKANDAR MOHD AKIN,8595,0.0,2004,Melaka,TANGGA BATU,136,Kalah,41634,20.6441850410722,53291,67,27,4,2,0,0,0
