,Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
4702,UMNO,MOHAMAD SATIM BIN DIMAN,12725,0,2018,Selangor,SERI SERDANG,103-029,Kalah,45365,28.05025901,52826,60,27,11,1,0,0,0
4703,PAS,NOOR HANIM BINTI ISMAIL,5552,0,2018,Selangor,SERI SERDANG,103-029,Kalah,45365,12.23850986,52826,60,27,11,1,0,0,0
4704,DAP,NG SZE HAN,52207,45212,2018,Selangor,KINRARA,104-030,Menang,62934,82.95515937,72399,25,55,18,1,0,0,0
4705,MCA,CHIEW KAI HENG,6995,0,2018,Selangor,KINRARA,104-030,Kalah,62934,11.1148187,72399,25,55,18,1,0,0,0
4706,IKATAN,LIM YING RAN,3732,0,2018,Selangor,KINRARA,104-030,Kalah,62934,5.930021928,72399,25,55,18,1,0,0,0
4707,DAP,MICHELLE NG MEI SZE,55354,48272,2018,Selangor,SUBANG JAYA,104-031,Menang,62664,88.33460998,74023,28,58,12,2,0,0,0
4708,MCA,CHONG AH WATT,7082,0,2018,Selangor,SUBANG JAYA,104-031,Kalah,62664,11.30154475,74023,28,58,12,2,0,0,0
4709,BEBAS,TOH SIN WAH,228,0,2018,Selangor,SUBANG JAYA,104-031,Kalah,62664,0.36384527,74023,28,58,12,2,0,0,0
4710,PKR,SHAHARUDDIN BIN BADARUDDIN,29250,19372,2018,Selangor,SERI SETIA,105-032,Menang,43908,66.6165619,52650,55,20,24,2,0,0,0
4711,UMNO,YUSOFF BIN M HANIFF,9878,0,2018,Selangor,SERI SETIA,105-032,Kalah,43908,22.49703926,52650,55,20,24,2,0,0,0
4712,PAS,MOHD GHAZALI BIN DAUD,4563,0,2018,Selangor,SERI SETIA,105-032,Kalah,43908,10.39218366,52650,55,20,24,2,0,0,0
4713,BEBAS,VIGNESWARAN A/L T SUBRAMANIAM,217,0,2018,Selangor,SERI SETIA,105-032,Kalah,43908,0.494215177,52650,55,20,24,2,0,0,0
4714,PKR,SYAMSUL FIRDAUS BIN MOHAMED SUPRI,21712,10940,2018,Selangor,TAMAN MEDAN,105-033,Menang,37574,57.78463831,44731,68,12,19,1,0,0,0
4715,UMNO,ABDUL MUTALIF BIN ABDUL RAHIM,10772,0,2018,Selangor,TAMAN MEDAN,105-033,Kalah,37574,28.66876031,44731,68,12,19,1,0,0,0
4716,PAS,ARIFFIN BIN MAHAIYUDDIN,5090,0,2018,Selangor,TAMAN MEDAN,105-033,Kalah,37574,13.54660137,44731,68,12,19,1,0,0,0
4717,DAP,RAJIV A/L RISHYAKARAN,29366,25835,2018,Selangor,BUKIT GASING,105-034,Menang,33787,86.91508568,43539,16,67,14,3,0,0,0
4718,GERAKAN,CHAI KO THING,3531,0,2018,Selangor,BUKIT GASING,105-034,Kalah,33787,10.45076509,43539,16,67,14,3,0,0,0
4719,IKATAN,DAVID SEW KAH HENG,890,0,2018,Selangor,BUKIT GASING,105-034,Kalah,33787,2.634149229,43539,16,67,14,3,0,0,0
4720,DAP,LIM YI WEI,34477,30444,2018,Selangor,KAMPUNG TUNKU,106-035,Menang,38510,89.52739548,48601,15,75,9,2,0,0,0
4721,MCA,TAM GIM TUAN,4033,0,2018,Selangor,KAMPUNG TUNKU,106-035,Kalah,38510,10.47260452,48601,15,75,9,2,0,0,0
4722,DAP,JAMALIAH BINTI JAMALUDDIN,38651,34769,2018,Selangor,BANDAR UTAMA,106-036,Menang,42721,90.47306945,51504,16,74,9,1,0,0,0
4723,MCA,CH'NG SOO CHAU,3882,0,2018,Selangor,BANDAR UTAMA,106-036,Kalah,42721,9.086865944,51504,16,74,9,1,0,0,0
4724,BEBAS,CHONG FOOK MENG,188,0,2018,Selangor,BANDAR UTAMA,106-036,Kalah,42721,0.440064605,51504,16,74,9,1,0,0,0
4725,PKR,WONG KEAT PING,47748,40233,2018,Selangor,BUKIT LANJAN,106-037,Menang,55263,86.40138972,64217,27,61,10,1,0,0,0
4726,GERAKAN,SYED ABDUL RAZAK BIN SYED LONG ALSAGOFF,7515,0,2018,Selangor,BUKIT LANJAN,106-037,Kalah,55263,13.59861028,64217,27,61,10,1,0,0,0
4727,PKR,MOHD KHAIRUDDIN BIN OTHMAN,20376,12072,2018,Selangor,PAYA JARAS,107-038,Menang,34722,58.68325557,40269,75,15,9,1,0,0,0
4728,UMNO,ZEIN ISMA BIN ISMAIL,8304,0,2018,Selangor,PAYA JARAS,107-038,Kalah,34722,23.91567306,40269,75,15,9,1,0,0,0
4729,PAS,HANAFI BIN ZULKAPLI,6042,0,2018,Selangor,PAYA JARAS,107-038,Kalah,34722,17.40107137,40269,75,15,9,1,0,0,0
4730,PKR,SHATIRI BIN MANSOR,26440,15703,2018,Selangor,KOTA DAMANSARA,107-039,Menang,43245,61.14001619,50438,60,27,12,2,0,0,0
4731,UMNO,HALIMATON SAADIAH BINTI BOHAN,10737,0,2018,Selangor,KOTA DAMANSARA,107-039,Kalah,43245,24.82830385,50438,60,27,12,2,0,0,0
4732,PAS,SITI ROHAYA BINTI AHAD,5633,0,2018,Selangor,KOTA DAMANSARA,107-039,Kalah,43245,13.02578333,50438,60,27,12,2,0,0,0
4733,PSM,SIVARAJAN A/L ARUMUGAM,435,0,2018,Selangor,KOTA DAMANSARA,107-039,Kalah,43245,1.005896635,50438,60,27,12,2,0,0,0
4734,PKR,MOHD NAJWAN BIN HALIMI,26947,17004,2018,Selangor,KOTA ANGGERIK,108-040,Menang,45814,58.81826516,52282,76,14,9,1,0,0,0
4735,PAS,AHMAD DUSUKI BIN ABD RANI,9943,0,2018,Selangor,KOTA ANGGERIK,108-040,Kalah,45814,21.70297289,52282,76,14,9,1,0,0,0
4736,UMNO,JUMAEAH BINTI MASDI,8924,0,2018,Selangor,KOTA ANGGERIK,108-040,Kalah,45814,19.47876195,52282,76,14,9,1,0,0,0
4737,PKR,RODZIAH BINTI ISMAIL,27638,15616,2018,Selangor,BATU TIGA,108-041,Menang,47453,58.24289297,55034,75,8,16,1,0,0,0
4738,UMNO,AHMAD MUA'ADZAM SHAH BIN YA'AKOP,12022,0,2018,Selangor,BATU TIGA,108-041,Kalah,47453,25.33454155,55034,75,8,16,1,0,0,0
4739,PAS,ABDUL HALIM BIN OMAR,7793,0,2018,Selangor,BATU TIGA,108-041,Kalah,47453,16.42256549,55034,75,8,16,1,0,0,0
4740,PKR,MOHD FAKHRULRAZI BIN MOHD MOKHTAR,17665,9608,2018,Selangor,MERU,109-042,Menang,33944,52.04159793,39091,61,15,24,0,0,0,0
4741,UMNO,KHAIRUL ANUAR BIN SAIMUN,8057,0,2018,Selangor,MERU,109-042,Kalah,33944,23.73615366,39091,61,15,24,0,0,0,0
4742,PAS,NOOR NAJHAN BIN MOHAMAD SALLEH,7804,0,2018,Selangor,MERU,109-042,Kalah,33944,22.99080839,39091,61,15,24,0,0,0,0
4743,PRM,MANIKAVASAGAM A/L SUNDARAM,346,0,2018,Selangor,MERU,109-042,Kalah,33944,1.019325949,39091,61,15,24,0,0,0,0
4744,BEBAS,SHEE CHEE WENG,72,0,2018,Selangor,MERU,109-042,Kalah,33944,0.21211407,39091,61,15,24,0,0,0,0
4745,PKR,DAROYAH BINTI ALWI,17867,5370,2018,Selangor,SEMENTA,109-043,Menang,38180,46.79675223,44516,76,13,11,0,0,0,0
4746,UMNO,SARONI BIN JUDI,12497,0,2018,Selangor,SEMENTA,109-043,Kalah,38180,32.73179675,44516,76,13,11,0,0,0,0
4747,PAS,WAN HASRINA BINTI WAN HASSAN,7696,0,2018,Selangor,SEMENTA,109-043,Kalah,38180,20.15715034,44516,76,13,11,0,0,0,0
4748,PRM,GANDHI A/P NAGAMUTHU,120,0,2018,Selangor,SEMENTA,109-043,Kalah,38180,0.314300681,44516,76,13,11,0,0,0,0
4749,PKR,ABDUL RASHID BIN ASARI,12266,500,2018,Selangor,SELAT KLANG,109-044,Menang,34082,35.98967197,41376,76,16,7,1,0,0,0
4750,PAS,HALIMAH ALI,11766,0,2018,Selangor,SELAT KLANG,109-044,Kalah,34082,34.52262191,41376,76,16,7,1,0,0,0
4751,UMNO,MOHD KHAIRI BIN HUSSIN,9949,0,2018,Selangor,SELAT KLANG,109-044,Kalah,34082,29.19136201,41376,76,16,7,1,0,0,0
4752,PRM,JEICHANDRAN A/L WADIVELU,52,0,2018,Selangor,SELAT KLANG,109-044,Kalah,34082,0.152573206,41376,76,16,7,1,0,0,0
4753,BEBAS,ZAINAL AZWAR BIN KAMARUDDIN,49,0,2018,Selangor,SELAT KLANG,109-044,Kalah,34082,0.143770905,41376,76,16,7,1,0,0,0
4754,DAP,TENG CHANG KHIM,44926,39828,2018,Selangor,BANDAR BARU KLANG,110-045,Menang,50024,89.80889173,58017,16,71,13,1,0,0,0
4755,MCA,TEOH KAH YEONG,5098,0,2018,Selangor,BANDAR BARU KLANG,110-045,Kalah,50024,10.19110827,58017,16,71,13,1,0,0,0
4756,PKR,AZMIZAM BIN ZAMAN HURI,15837,6422,2018,Selangor,PELABUHAN KLANG,110-046,Menang,28305,55.95124536,33809,66,17,16,1,0,0,0
4757,UMNO,SEIKH RAJESH BIN SEIKH AHMAD,9415,0,2018,Selangor,PELABUHAN KLANG,110-046,Kalah,28305,33.26267444,33809,66,17,16,1,0,0,0
4758,PAS,KHALID BIN NAYAN,2925,0,2018,Selangor,PELABUHAN KLANG,110-046,Kalah,28305,10.33386328,33809,66,17,16,1,0,0,0
4759,PSM,SHANMUGASUNDRAM A/L VEERAPPAN,128,0,2018,Selangor,PELABUHAN KLANG,110-046,Kalah,28305,0.452216923,33809,66,17,16,1,0,0,0
4760,DAP,LEONG TUCK CHEE,41552,35863,2018,Selangor,PANDAMARAN,110-047,Menang,48700,85.32238193,57522,15,62,21,2,0,0,0
4761,MCA,TEE HOOI LING,5689,0,2018,Selangor,PANDAMARAN,110-047,Kalah,48700,11.68172485,57522,15,62,21,2,0,0,0
4762,IKATAN,SANTOKH SINGH A/L GURDEV SINGH,1459,0,2018,Selangor,PANDAMARAN,110-047,Kalah,48700,2.995893224,57522,15,62,21,2,0,0,0
4763,PKR,GUNARAJAH A/L R GEORGE,38106,33600,2018,Selangor,SENTOSA,111-048,Menang,44508,85.61606902,51444,17,38,43,1,0,0,0
4764,MIC,SUBRAMANIAM A/L T RETNAM,4506,0,2018,Selangor,SENTOSA,111-048,Kalah,44508,10.12402265,51444,17,38,43,1,0,0,0
4765,PAS,RAJAN A/L MANIKESAVAN,1722,0,2018,Selangor,SENTOSA,111-048,Kalah,44508,3.868967377,51444,17,38,43,1,0,0,0
4766,BEBAS,SUNDARAJOO A/L APERIASAMY,95,0,2018,Selangor,SENTOSA,111-048,Kalah,44508,0.213444774,51444,17,38,43,1,0,0,0
4767,PRM,TELAIAMBLAM A/L MARIAPPAN,79,0,2018,Selangor,SENTOSA,111-048,Kalah,44508,0.17749618,51444,17,38,43,1,0,0,0
4768,PKR,MAT SHUHAIMI BIN SHAFIEI,23998,12480,2018,Selangor,SUNGAI KANDIS,111-049,Menang,43165,55.59596896,50800,72,12,16,1,0,0,0
4769,UMNO,KAMARUZZAMAN BIN JOHARI,11518,0,2018,Selangor,SUNGAI KANDIS,111-049,Kalah,43165,26.68365574,50800,72,12,16,1,0,0,0
4770,PAS,MOHD YUSOF BIN ABDULLAH,7573,0,2018,Selangor,SUNGAI KANDIS,111-049,Kalah,43165,17.54430673,50800,72,12,16,1,0,0,0
4771,PRM,HANAFIAH BIN HUSIN,76,0,2018,Selangor,SUNGAI KANDIS,111-049,Kalah,43165,0.176068574,50800,72,12,16,1,0,0,0
4772,DAP,GANABATIRAU A/L VERAMAN,28617,21639,2018,Selangor,KOTA KEMUNING,111-050,Menang,40515,70.63309885,46777,41,34,24,2,0,0,0
4773,PAS,BURHAN BIN ADNAN,6978,0,2018,Selangor,KOTA KEMUNING,111-050,Kalah,40515,17.22325065,46777,41,34,24,2,0,0,0
4774,GERAKAN,TIEW HOCK HUAT,4601,0,2018,Selangor,KOTA KEMUNING,111-050,Kalah,40515,11.35628779,46777,41,34,24,2,0,0,0
4775,PSM,ABDUL RAZAK BIN ISMAIL,226,0,2018,Selangor,KOTA KEMUNING,111-050,Kalah,40515,0.557818092,46777,41,34,24,2,0,0,0
4776,BEBAS,RAJASEKARAN A/L SOUNDARAPANDY,93,0,2018,Selangor,KOTA KEMUNING,111-050,Kalah,40515,0.229544613,46777,41,34,24,2,0,0,0
4777,PAS,AHMAD YUNUS BIN HAIRI,12688,1677,2018,Selangor,SIJANGKANG,112-051,Menang,34119,37.18749084,39455,74,8,14,4,0,0,0
4778,BERSATU,MOHD HAMIDI BIN ABU BAKAR,11011,0,2018,Selangor,SIJANGKANG,112-051,Kalah,34119,32.27234092,39455,74,8,14,4,0,0,0
4779,UMNO,SULAIMAN BIN MOHD KARLI,10420,0,2018,Selangor,SIJANGKANG,112-051,Kalah,34119,30.54016823,39455,74,8,14,4,0,0,0
4780,DAP,LAU WENG SAN,21846,17299,2018,Selangor,BANTING,112-052,Menang,26704,81.80796884,31006,18,59,22,1,0,0,0
4781,MCA,NG SIOK HWA,4547,0,2018,Selangor,BANTING,112-052,Kalah,26704,17.02741162,31006,18,59,22,1,0,0,0
4782,PRM,TAN CHOON SWEE,311,0,2018,Selangor,BANTING,112-052,Kalah,26704,1.164619533,31006,18,59,22,1,0,0,0
4783,AMANAH,HASNUL BIN BAHARUDDIN,11000,2117,2018,Selangor,MORIB,112-053,Menang,27212,40.42334264,31945,75,10,14,1,0,0,0
4784,UMNO,ROZANA BINTI KAMARULZAMAN,8883,0,2018,Selangor,MORIB,112-053,Kalah,27212,32.64368661,31945,75,10,14,1,0,0,0
4785,PAS,MOHAMMAD SALLEHUDDIN BIN HAFIZ,7329,0,2018,Selangor,MORIB,112-053,Kalah,27212,26.93297075,31945,75,10,14,1,0,0,0
4786,PKR,BORHAN BIN AMAN SHAH,9828,2704,2018,Selangor,TANJONG SEPAT,113-054,Menang,21225,46.30388693,24272,57,27,13,3,0,0,0
4787,UMNO,KARIM BIN MANSOR,7124,0,2018,Selangor,TANJONG SEPAT,113-054,Kalah,21225,33.56419317,24272,57,27,13,3,0,0,0
4788,PAS,MOHD HASLIN BIN HASSAN,4273,0,2018,Selangor,TANJONG SEPAT,113-054,Kalah,21225,20.13191991,24272,57,27,13,3,0,0,0
4789,BERSATU,ADHIF SYAN BIN ABDULLAH,21172,6934,2018,Selangor,DENGKIL,113-055,Menang,43832,48.30260997,50466,72,12,12,4,0,0,0
4790,UMNO,SHAHRUM BIN MOHD SHARIF,14238,0,2018,Selangor,DENGKIL,113-055,Kalah,43832,32.48311736,50466,72,12,12,4,0,0,0
4791,PAS,YUSMI HANIFF BIN ARIFFIN,8422,0,2018,Selangor,DENGKIL,113-055,Kalah,43832,19.21427268,50466,72,12,12,4,0,0,0
4792,PKR,LIU TIAN KHIEW,13484,6586,2018,Selangor,SUNGAI PELEK,113-056,Menang,25661,52.54666615,29770,52,29,18,1,0,0,0
4793,MCA,NG CHOK SIN,6898,0,2018,Selangor,SUNGAI PELEK,113-056,Kalah,25661,26.8812595,29770,52,29,18,1,0,0,0
4794,PAS,ROHAYA BINTI MOHD SHAHIR,5200,0,2018,Selangor,SUNGAI PELEK,113-056,Kalah,25661,20.26421418,29770,52,29,18,1,0,0,0
4795,PAP,HARRY ARUL RAJ A/L KRISHNAN,79,0,2018,Selangor,SUNGAI PELEK,113-056,Kalah,25661,0.307860177,29770,52,29,18,1,0,0,0
4796,DAP,LOKE SIEW FOOK,5031,1155,2018,Negeri Sembilan,CHENNAH,126-001,Menang,9882,50.91074681,12119,45,48,2,5,0,0,0
4797,MCA,SEET TEE GEE,3876,0,2018,Negeri Sembilan,CHENNAH,126-001,Kalah,9882,39.22282939,12119,45,48,2,5,0,0,0
4798,PAS,JAMALUS BIN MANSOR,975,0,2018,Negeri Sembilan,CHENNAH,126-001,Kalah,9882,9.866423801,12119,45,48,2,5,0,0,0
4799,UMNO,NOOR AZMI BIN YUSOF,4008,415,2018,Negeri Sembilan,PERTANG,126-002,Menang,8179,49.00354567,10400,66,20,7,7,0,0,0
4800,BERSATU,OSMAN BIN MOHD DUSA,3593,0,2018,Negeri Sembilan,PERTANG,126-002,Kalah,8179,43.92957574,10400,66,20,7,7,0,0,0
4801,PAS,HAMRAN BIN ABU HASAN,578,0,2018,Negeri Sembilan,PERTANG,126-002,Kalah,8179,7.066878592,10400,66,20,7,7,0,0,0
4802,UMNO,MOHDRAZI BIN MOHDALI,7795,4399,2018,Negeri Sembilan,SUNGAI LUI,126-003,Menang,12460,62.56019262,15739,80,6,8,6,0,0,0
4803,PKR,ZAINAL FIKRI BIN ABD KADIR,3396,0,2018,Negeri Sembilan,SUNGAI LUI,126-003,Kalah,12460,27.25521669,15739,80,6,8,6,0,0,0
4804,PAS,ABD KARIM SHAHIMI BIN ABD RAZAK,1269,0,2018,Negeri Sembilan,SUNGAI LUI,126-003,Kalah,12460,10.18459069,15739,80,6,8,6,0,0,0
4805,AMANAH,BAKRI BIN SAWIR,4296,976,2018,Negeri Sembilan,KLAWANG,126-004,Menang,8360,51.38755981,10264,66,28,4,2,0,0,0
4806,UMNO,BAHARUDIN BIN JALI,3320,0,2018,Negeri Sembilan,KLAWANG,126-004,Kalah,8360,39.71291866,10264,66,28,4,2,0,0,0
4807,PAS,MAZLY BIN YASIN,744,0,2018,Negeri Sembilan,KLAWANG,126-004,Kalah,8360,8.899521531,10264,66,28,4,2,0,0,0
4808,UMNO,SHAMSHULKAHAR BIN MOHD DELI,9782,3768,2018,Negeri Sembilan,SERTING,127-005,Menang,17633,55.47552884,22146,78,13,8,0,0,0,0
4809,AMANAH,ABD RAHMAN BIN RAMLI,6014,0,2018,Negeri Sembilan,SERTING,127-005,Kalah,17633,34.10650485,22146,78,13,8,0,0,0,0
4810,PAS,MUHAMMAD AL ZUKRI BIN MUHAMAD YASSIN,1837,0,2018,Negeri Sembilan,SERTING,127-005,Kalah,17633,10.41796631,22146,78,13,8,0,0,0,0
4811,UMNO,MUSTAPHA BIN NAGOOR,9575,6246,2018,Negeri Sembilan,PALONG,127-006,Menang,14475,66.14853195,18170,92,2,6,0,0,0,0
4812,BERSATU,ABDUL RAHMAN BIN JAAFAR,3329,0,2018,Negeri Sembilan,PALONG,127-006,Kalah,14475,22.99827288,18170,92,2,6,0,0,0,0
4813,PAS,MASDI BIN MUSA,1571,0,2018,Negeri Sembilan,PALONG,127-006,Kalah,14475,10.85319516,18170,92,2,6,0,0,0,0
4814,MIC,MANICKAM A/L LETCHUMAN,3702,1062,2018,Negeri Sembilan,JERAM PADANG,127-007,Menang,9429,39.26185173,12337,50,10,36,4,0,0,0
4815,BEBAS,SURASH A/L SREENIVASAN,2640,0,2018,Negeri Sembilan,JERAM PADANG,127-007,Kalah,9429,27.99872733,12337,50,10,36,4,0,0,0
4816,PKR,S MUSLIADI BIN SABTU,2302,0,2018,Negeri Sembilan,JERAM PADANG,127-007,Kalah,9429,24.41404179,12337,50,10,36,4,0,0,0
4817,PAS,MOHD FAIRUZ BIN MOHD ISA,785,0,2018,Negeri Sembilan,JERAM PADANG,127-007,Kalah,9429,8.325379149,12337,50,10,36,4,0,0,0
4818,DAP,TEO KOK SEONG,10094,6109,2018,Negeri Sembilan,BAHAU,127-008,Menang,15591,64.74247964,19469,28,63,8,0,0,0,0
4819,MCA,CHONG WAN YU,3985,0,2018,Negeri Sembilan,BAHAU,127-008,Kalah,15591,25.55961773,19469,28,63,8,0,0,0,0
4820,PAS,MUSTAFAR BAKRI BIN ABDUL AZIZ,1512,0,2018,Negeri Sembilan,BAHAU,127-008,Kalah,15591,9.697902636,19469,28,63,8,0,0,0,0
4821,AMANAH,SUHAIMI BIN KASSIM,7456,986,2018,Negeri Sembilan,LENGGENG,128-009,Menang,15538,47.98558373,18636,74,18,6,2,0,0,0
4822,UMNO,MAZALAN BIN MAAROP,6470,0,2018,Negeri Sembilan,LENGGENG,128-009,Kalah,15538,41.63985069,18636,74,18,6,2,0,0,0
4823,PAS,MOHAMMAD GHAZALI BIN ABU BAKAR,1612,0,2018,Negeri Sembilan,LENGGENG,128-009,Kalah,15538,10.37456558,18636,74,18,6,2,0,0,0
4824,DAP,ARUL KUMAR A/L JAMBUNATHAN,14219,9825,2018,Negeri Sembilan,NILAI,128-010,Menang,20764,68.47909844,24657,36,41,22,2,0,0,0
4825,MCA,LEAW KOK CHAN,4394,0,2018,Negeri Sembilan,NILAI,128-010,Kalah,20764,21.16162589,24657,36,41,22,2,0,0,0
4826,PAS,MOHD ABU ZARIM BIN ABDUL RAHMAN,2151,0,2018,Negeri Sembilan,NILAI,128-010,Kalah,20764,10.35927567,24657,36,41,22,2,0,0,0
4827,DAP,CHEW SEH YONG,13647,11782,2018,Negeri Sembilan,LOBAK,128-011,Menang,15604,87.45834401,19101,4,75,20,1,0,0,0
4828,MCA,LIM KOK KIAN,1865,0,2018,Negeri Sembilan,LOBAK,128-011,Kalah,15604,11.95206357,19101,4,75,20,1,0,0,0
4829,PAP,BALAMURUGAN A/L SANMUGAM,92,0,2018,Negeri Sembilan,LOBAK,128-011,Kalah,15604,0.589592412,19101,4,75,20,1,0,0,0
4830,DAP,NG CHIN TSAI,5894,3063,2018,Negeri Sembilan,TEMIANG,128-012,Menang,9094,64.81196393,11184,37,48,14,2,0,0,0
4831,MCA,SIOW KOI VOON,2831,0,2018,Negeri Sembilan,TEMIANG,128-012,Kalah,9094,31.13041566,11184,37,48,14,2,0,0,0
4832,PAS,YAU CON SENG,369,0,2018,Negeri Sembilan,TEMIANG,128-012,Kalah,9094,4.057620409,11184,37,48,14,2,0,0,0
4833,PKR,AMINUDDIN BIN HARUN,9832,3413,2018,Negeri Sembilan,SIKAMAT,128-013,Menang,17597,55.8731602,20799,69,23,7,1,0,0,0
4834,UMNO,SYAMSUL AMRI BIN ISMAIL,6419,0,2018,Negeri Sembilan,SIKAMAT,128-013,Kalah,17597,36.47780872,20799,69,23,7,1,0,0,0
4835,PAS,RAHIM BIN YUSOF,1331,0,2018,Negeri Sembilan,SIKAMAT,128-013,Kalah,17597,7.563789282,20799,69,23,7,1,0,0,0
4836,BEBAS,BUJANG BIN ABU,15,0,2018,Negeri Sembilan,SIKAMAT,128-013,Kalah,17597,0.085241803,20799,69,23,7,1,0,0,0
4837,PKR,MOHAMAD RAFIE BIN AB MALEK,6801,1360,2018,Negeri Sembilan,AMPANGAN,128-014,Menang,13225,51.42533081,15791,74,18,8,1,0,0,0
4838,UMNO,ABU UBAIDAH BIN HAJI REDZA,5441,0,2018,Negeri Sembilan,AMPANGAN,128-014,Kalah,13225,41.14177694,15791,74,18,8,1,0,0,0
4839,PAS,MUSTAFFA BIN DAHARUN,983,0,2018,Negeri Sembilan,AMPANGAN,128-014,Kalah,13225,7.43289225,15791,74,18,8,1,0,0,0
4840,UMNO,ISMAIL BIN LASIM,4146,692,2018,Negeri Sembilan,JUASSEH,129-015,Menang,8224,50.41342412,10091,80,12,5,2,0,0,0
4841,PKR,ROSLI BIN OMAR,3454,0,2018,Negeri Sembilan,JUASSEH,129-015,Kalah,8224,41.99902724,10091,80,12,5,2,0,0,0
4842,PAS,HASSAN BIN MOHAMED,624,0,2018,Negeri Sembilan,JUASSEH,129-015,Kalah,8224,7.587548638,10091,80,12,5,2,0,0,0
4843,UMNO,ABD SAMAD BIN IBRAHIM,3362,595,2018,Negeri Sembilan,SERI MENANTI,129-016,Menang,6664,50.45018007,8154,93,3,0,4,0,0,0
4844,BERSATU,JAMALI BIN SALAM,2767,0,2018,Negeri Sembilan,SERI MENANTI,129-016,Kalah,6664,41.52160864,8154,93,3,0,4,0,0,0
4845,PAS,RAFIEI BIN MUSTAPHA,535,0,2018,Negeri Sembilan,SERI MENANTI,129-016,Kalah,6664,8.028211285,8154,93,3,0,4,0,0,0
4846,UMNO,ADNAN BIN ABU HASSAN,3456,972,2018,Negeri Sembilan,SENALING,129-017,Menang,6538,52.8602019,8076,79,18,3,0,0,0,0
4847,AMANAH,MD RAIS BIN MOHAMAD @ BASIRON,2484,0,2018,Negeri Sembilan,SENALING,129-017,Kalah,6538,37.99327011,8076,79,18,3,0,0,0,0
4848,PAS,FAZILAH BINTI ABU SAMAH,598,0,2018,Negeri Sembilan,SENALING,129-017,Kalah,6538,9.14652799,8076,79,18,3,0,0,0,0
4849,PKR,MOHAMAD NAZARUDDIN BIN SABTU,5643,1806,2018,Negeri Sembilan,PILAH,129-018,Menang,10893,51.80391077,13589,67,24,8,0,0,0,0
4850,UMNO,NORHIDAYATI BINTI OMAR,3837,0,2018,Negeri Sembilan,PILAH,129-018,Kalah,10893,35.22445607,13589,67,24,8,0,0,0,0
4851,PAS,AHMAD FADZIL BIN OTHMAN,1413,0,2018,Negeri Sembilan,PILAH,129-018,Kalah,10893,12.97163316,13589,67,24,8,0,0,0,0
4852,UMNO,SAIFUL YAZAN BIN SULAIMAN,3907,965,2018,Negeri Sembilan,JOHOL,129-019,Menang,7918,49.3432685,9891,73,18,5,4,0,0,0
4853,AMANAH,ZULKEFLY MOHAMAD BIN OMAR,2942,0,2018,Negeri Sembilan,JOHOL,129-019,Kalah,7918,37.15584744,9891,73,18,5,4,0,0,0
4854,PAS,KAMARUDIN BIN MD TAHIR,1069,0,2018,Negeri Sembilan,JOHOL,129-019,Kalah,7918,13.50088406,9891,73,18,5,4,0,0,0
4855,PKR,ISMAIL BIN AHMAD,6712,882,2018,Negeri Sembilan,LABU,130-020,Menang,14681,45.71895647,17808,72,11,15,3,0,0,0
4856,UMNO,HASIM BIN RUSDI,5830,0,2018,Negeri Sembilan,LABU,130-020,Kalah,14681,39.71119134,17808,72,11,15,3,0,0,0
4857,PAS,MOHD KHAIRIL ANUAR BIN MOHD WAFA,2093,0,2018,Negeri Sembilan,LABU,130-020,Kalah,14681,14.25652204,17808,72,11,15,3,0,0,0
4858,PAP,DAVID DASS A/L ASEERPATHAM,46,0,2018,Negeri Sembilan,LABU,130-020,Kalah,14681,0.313330155,17808,72,11,15,3,0,0,0
4859,DAP,TAN LEE KOON,18668,14924,2018,Negeri Sembilan,BUKIT KEPAYANG,130-021,Menang,22412,83.29466357,26610,21,57,21,1,0,0,0
4860,GERAKAN,MAK KAH KEONG,3744,0,2018,Negeri Sembilan,BUKIT KEPAYANG,130-021,Kalah,22412,16.70533643,26610,21,57,21,1,0,0,0
4861,DAP,MARY JOSEPHINE PRITTAM SINGH,10018,6560,2018,Negeri Sembilan,RAHANG,130-022,Menang,13542,73.97725594,17084,29,49,21,2,0,0,0
4862,MCA,YAP SIOK MOY,3458,0,2018,Negeri Sembilan,RAHANG,130-022,Kalah,13542,25.53537144,17084,29,49,21,2,0,0,0
4863,PAP,SARASWATHY A/P PARAGAZUM,66,0,2018,Negeri Sembilan,RAHANG,130-022,Kalah,13542,0.487372619,17084,29,49,21,2,0,0,0
4864,DAP,YAP YEW WENG,14911,12389,2018,Negeri Sembilan,MAMBAU,130-023,Menang,17534,85.04049276,20771,14,62,23,1,0,0,0
4865,MCA,HO CHOY SHIN,2522,0,2018,Negeri Sembilan,MAMBAU,130-023,Kalah,17534,14.38348352,20771,14,62,23,1,0,0,0
4866,PAP,PARIMALA DEVI A/P THEYAGASON,101,0,2018,Negeri Sembilan,MAMBAU,130-023,Kalah,17534,0.576023725,20771,14,62,23,1,0,0,0
