,Parti,Nama Calon,Undi,Majoriti,Tahun,Negeri,Kawasan DUN,Kod Parlimen,Keputusan,Jumlah Undi,Bahagian Undi(%),Jumlah Layak Mengundi,Pengundi Melayu(%),Pengundi Cina(%),Pengundi India(%),Pengundi Lain-Lain(%),Pengundi Melayu Islam Bumiputera(%),Pengundi Melayu Bukan Islam Bumiputera(%),Pengundi Sabah Bumiputera(%)
1425,MCA,LEE HACK TEIK,4708,0,2008,Penang,PENGKALAN KOTA,049-027,Kalah,14893,31.61216679,19508,1,95,4,0,0,0,0
1426,DAP,NG WEI AIK,7610,3328,2008,Penang,KOMTAR,049-028,Menang,11892,63.99260007,16976,11,83,6,1,0,0,0
1427,MCA,LIM GIM SOON,4282,0,2008,Penang,KOMTAR,049-028,Kalah,11892,36.00739993,16976,11,83,6,1,0,0,0
1428,DAP,JAGDEEP SINGH DEO,7995,1855,2008,Penang,DATOK KERAMAT,050-029,Menang,14135,56.56172621,18852,34,58,10,0,0,0,0
1429,GERAKAN,ONG THEAN LYE,6140,0,2008,Penang,DATOK KERAMAT,050-029,Kalah,14135,43.43827379,18852,34,58,10,0,0,0,0
1430,IND,SHAHUL HAMEED  MK MOHAMED ISHACK,0,0,2008,Penang,DATOK KERAMAT,050-029,Kalah,14135,0,18852,34,58,10,0,0,0,0
1431,DAP,KOID TENG GUAN,8305,2694,2008,Penang,SUNGAI PINANG,050-030,Menang,14365,57.81413157,19368,33,58,9,0,0,0,0
1432,GERAKAN,LOOI SWEE CHEANG,5611,0,2008,Penang,SUNGAI PINANG,050-030,Kalah,14365,39.0602158,19368,33,58,9,0,0,0,0
1433,IND,BADRUL ZAMAN,449,0,2008,Penang,SUNGAI PINANG,050-030,Kalah,14365,3.125652628,19368,33,58,9,0,0,0,0
1434,DAP,LAW HENG KIANG,11945,6745,2008,Penang,BATU LANCANG,050-031,Menang,17145,69.67045786,22166,8,88,5,0,0,0,0
1435,GERAKAN,NG FOOK ON,5200,0,2008,Penang,BATU LANCANG,050-031,Kalah,17145,30.32954214,22166,8,88,5,0,0,0,0
1436,DAP,R S N RAYER,8402,2128,2008,Penang,SERI DELIMA,051-032,Menang,14676,57.24993186,20510,25,65,10,1,0,0,0
1437,MCA,LOH NAM HOOI,6274,0,2008,Penang,SERI DELIMA,051-032,Kalah,14676,42.75006814,20510,25,65,10,1,0,0,0
1438,DAP,WONG HON WAI,7401,2727,2008,Penang,AIR ITAM,051-033,Menang,12075,61.29192547,16721,23,71,6,0,0,0,0
1439,GERAKAN,CHEANG CHEE GOOI,4674,0,2008,Penang,AIR ITAM,051-033,Kalah,12075,38.70807453,16721,23,71,6,0,0,0,0
1440,DAP,YEOH SOON HIN,16848,11121,2008,Penang,PAYA TERUBONG,051-034,Menang,22575,74.63122924,28383,7,85,8,0,0,0,0
1441,MCA,KOH WAN LEONG,5727,0,2008,Penang,PAYA TERUBONG,051-034,Kalah,22575,25.36877076,28383,7,85,8,0,0,0,0
1442,PKR,V RAVEENTHARAN,8046,611,2008,Penang,BATU UBAN,052-035,Menang,15481,51.97338673,21483,29,59,12,0,0,0,0
1443,GERAKAN,GOH KHENG NEAH,7435,0,2008,Penang,BATU UBAN,052-035,Kalah,15481,48.02661327,21483,29,59,12,0,0,0,0
1444,PKR,SIM TZE TZIN,6982,1258,2008,Penang,PANTAI JEREJAK,052-036,Menang,12706,54.95041713,17445,43,48,9,0,0,0,0
1445,GERAKAN,WONG MUN HOE,5724,0,2008,Penang,PANTAI JEREJAK,052-036,Kalah,12706,45.04958287,17445,43,48,9,0,0,0,0
1446,PKR,ABDUL MALEK ABUL KASSIM,9571,3169,2008,Penang,BATU MAUNG,052-037,Menang,15973,59.91986477,21785,53,40,7,2,0,0,0
1447,UMNO,NORMAN ZAHALAN,6402,0,2008,Penang,BATU MAUNG,052-037,Kalah,15973,40.08013523,21785,53,40,7,2,0,0,0
1448,UMNO,SYED AMERUDDIN SYED AHMAD,6563,399,2008,Penang,BAYAN LEPAS,053-038,Menang,12727,51.56753359,16229,62,34,5,0,0,0,0
1449,PAS,HASNAH HASHIM,6164,0,2008,Penang,BAYAN LEPAS,053-038,Kalah,12727,48.43246641,16229,62,34,5,0,0,0,0
1450,UMNO,MUHAMAD FARID SAAD,4990,294,2008,Penang,PULAU BETONG,053-039,Menang,9686,51.51765435,12170,60,37,3,0,0,0,0
1451,PKR,DR MANSOR OTHMAN,4696,0,2008,Penang,PULAU BETONG,053-039,Kalah,9686,48.48234565,12170,60,37,3,0,0,0,0
1452,UMNO,DATUK SERI DR HILMI YAHYA,4434,465,2008,Penang,TELOK BAHANG,053-040,Menang,8403,52.76686898,10866,62,36,2,0,0,0,0
1453,PKR,ABDUL HALIM HUSSAIN,3969,0,2008,Penang,TELOK BAHANG,053-040,Kalah,8403,47.23313102,10866,62,36,2,0,0,0,0
1454,UMNO,DATUK SERI MOHDTAJOL ROSLI GHAZALI,6769,4645,2008,Perak,PENGKALAN HULU,054-001,Menang,8893,76.11604633,11783,73,12,9,8,0,0,0
1455,PKR,LEE SING LONG,2124,0,2008,Perak,PENGKALAN HULU,054-001,Kalah,8893,23.88395367,11783,73,12,9,8,0,0,0
1456,UMNO,DATUK HASBULLAH OSMAN,7578,4617,2008,Perak,TEMEGOR,054-002,Menang,10539,71.90435525,14446,72,23,2,2,0,0,0
1457,PKR,MOON AKAU,2961,0,2008,Perak,TEMEGOR,054-002,Kalah,10539,28.09564475,14446,72,23,2,2,0,0,0
1458,UMNO,DATUK MOHDTARMIZI IDRIS,6134,2798,2008,Perak,KENERING,055-003,Menang,9470,64.77296727,12609,84,15,0,0,0,0,0
1459,PAS,MOHD SHUKRI AHMAD,3336,0,2008,Perak,KENERING,055-003,Kalah,9470,35.22703273,12609,84,15,0,0,0,0,0
1460,UMNO,DATUK SAARANI MOHAMAD,4963,2335,2008,Perak,KOTA TAMPAN,055-004,Menang,7591,65.38005533,10614,78,19,1,0,0,0,0
1461,PKR,HAMZAH MOHD ZAIN,2628,0,2008,Perak,KOTA TAMPAN,055-004,Kalah,7591,34.61994467,10614,78,19,1,0,0,0,0
1462,UMNO,DATUK MOHAMAD DAUD MOHD YUSOFF,5240,355,2008,Perak,SELAMA,056-005,Menang,10125,51.75308642,13279,83,10,6,0,0,0,0
1463,PAS,ABU HUSIN MOHAMAD,4885,0,2008,Perak,SELAMA,056-005,Kalah,10125,48.24691358,13279,83,10,6,0,0,0,0
1464,UMNO,DATUK SERI RAJA AHMAD ZAINUDDIN RAJA OMAR,4114,66,2008,Perak,KUBU GAJAH,056-006,Menang,8162,50.40431267,10985,91,3,5,0,0,0,0
1465,PAS,MOHD NAZRI DIN,4048,0,2008,Perak,KUBU GAJAH,056-006,Kalah,8162,49.59568733,10985,91,3,5,0,0,0,0
1466,UMNO,KAPT (B) DATUK MOHDNAJMUDIN ALIAS,7023,2439,2008,Perak,BATU KURAU,056-007,Menang,11607,60.50659085,15433,88,5,7,0,0,0,0
1467,PKR,ABDUL HAMID @ A HAMID ALI,4584,0,2008,Perak,BATU KURAU,056-007,Kalah,11607,39.49340915,15433,88,5,7,0,0,0,0
1468,PAS,DR KHALIL IDHAM LIM ABDULLAH,10012,1149,2008,Perak,TITI SERONG,057-008,Menang,18875,53.04370861,24210,75,18,8,0,0,0,0
1469,UMNO,ABU BAKAR MAT ALI,8863,0,2008,Perak,TITI SERONG,057-008,Kalah,18875,46.95629139,24210,75,18,8,0,0,0,0
1470,PKR,ABDUL YUNUS JAMAHARI,8224,467,2008,Perak,KUALA KURAU,057-009,Menang,15981,51.46111007,21009,58,40,2,0,0,0,0
1471,UMNO,MOHDSALLEH MAT DISA,7757,0,2008,Perak,KUALA KURAU,057-009,Kalah,15981,48.53888993,21009,58,40,2,0,0,0,0
1472,UMNO,SHAM MAT SAHAT,5585,95,2008,Perak,ALOR PONGSU,058-010,Menang,11075,50.42889391,15144,70,13,17,0,0,0,0
1473,PKR,MD NASIB RAHIN,5490,0,2008,Perak,ALOR PONGSU,058-010,Kalah,11075,49.57110609,15144,70,13,17,0,0,0,0
1474,PAS,RAMLI TUSIN,6959,2070,2008,Perak,GUNONG SEMANGGOL,058-011,Menang,11848,58.73565159,15763,80,15,5,0,0,0,0
1475,UMNO,ABDMUHAIMIN ABDRAHMAN NAZRI,4889,0,2008,Perak,GUNONG SEMANGGOL,058-011,Kalah,11848,41.26434841,15763,80,15,5,0,0,0,0
1476,PAS,HUSIN DIN,6149,547,2008,Perak,SELINSING,058-012,Menang,11751,52.32746149,16204,71,19,10,0,0,0,0
1477,UMNO,DATUK ZAILI CHA,5602,0,2008,Perak,SELINSING,058-012,Kalah,11751,47.67253851,16204,71,19,10,0,0,0,0
1478,PKR,TAI SING NG,7285,564,2008,Perak,KUALA SAPETANG,059-013,Menang,14006,52.01342282,19699,60,32,8,0,0,0,0
1479,GERAKAN,SEE TEAN SENG,6721,0,2008,Perak,KUALA SAPETANG,059-013,Kalah,14006,47.98657718,19699,60,32,8,0,0,0,0
1480,PKR,MOHD OSMAN MOHD JAILU,9411,1102,2008,Perak,CHANGKAT JERING,059-014,Menang,17720,53.10948081,24864,64,26,10,0,0,0,0
1481,UMNO,DATUK MAT ISA ISMAIL,8309,0,2008,Perak,CHANGKAT JERING,059-014,Kalah,17720,46.89051919,24864,64,26,10,0,0,0,0
1482,UMNO,DATUK ROSLI HUSIN,4212,916,2008,Perak,TRONG,059-015,Menang,7508,56.10015983,10908,70,20,10,0,0,0,0
1483,PAS,NOR AZLI MUSA,3296,0,2008,Perak,TRONG,059-015,Kalah,7508,43.89984017,10908,70,20,10,0,0,0,0
1484,UMNO,MOHAMED ZAHIR KHALID,7975,555,2008,Perak,KAMUNTING,060-016,Menang,15395,51.80253329,21675,66,19,13,2,0,0,0
1485,PAS,MUHAMAD APARDI SHARRI,7420,0,2008,Perak,KAMUNTING,060-016,Kalah,15395,48.19746671,21675,66,19,13,2,0,0,0
1486,DAP,YEE SEU KAI,7574,865,2008,Perak,POKOK ASSAM,060-017,Menang,14283,53.02807533,20711,14,75,10,0,0,0,0
1487,MCA,DATUK HO CHENG WENG,6709,0,2008,Perak,POKOK ASSAM,060-017,Kalah,14283,46.97192467,20711,14,75,10,0,0,0,0
1488,DAP,YEW TIAN HOE,9360,2808,2008,Perak,AULONG,060-018,Menang,15912,58.82352941,23503,25,58,17,1,0,0,0
1489,GERAKAN,ONG TENG BOON,6552,0,2008,Perak,AULONG,060-018,Kalah,15912,41.17647059,23503,25,58,17,1,0,0,0
1490,UMNO,DATUK SITI SALMAH MAT JUSAK,4858,1039,2008,Perak,CHENDEROH,061-019,Menang,8677,55.98709231,11848,77,17,7,1,0,0,0
1491,PAS,MOHAMMAD YASSIN MOHAMED YUSOF,3819,0,2008,Perak,CHENDEROH,061-019,Kalah,8677,44.01290769,11848,77,17,7,1,0,0,0
1492,PAS,MOHD ZAINUDIN MOHD YUSOF,4664,72,2008,Perak,LUBOK MERBAU,061-020,Menang,9256,50.38893691,12549,71,21,8,0,0,0,0
1493,UMNO,DATUK JAMAL NASIR RADI,4592,0,2008,Perak,LUBOK MERBAU,061-020,Kalah,9256,49.61106309,12549,71,21,8,0,0,0,0
1494,UMNO,DATUK AHAMAD PAKEH ADAM,8066,1376,2008,Perak,LINTANG,062-021,Menang,14756,54.66251017,21767,61,21,18,1,0,0,0
1495,PKR,MOHAMAD AUN YOB ABAS,6690,0,2008,Perak,LINTANG,062-021,Kalah,14756,45.33748983,21767,61,21,18,1,0,0,0
1496,DAP,LEONG MEE MENG,11560,5495,2008,Perak,JALONG,062-022,Menang,17625,65.58865248,25657,16,57,27,1,0,0,0
1497,GERAKAN,CHEAH CHEE KUAN,6065,0,2008,Perak,JALONG,062-022,Kalah,17625,34.41134752,25657,16,57,27,1,0,0,0
1498,UMNO,DATUK NADZRI ISMAIL,14804,348,2008,Perak,MANJOI,063-023,Menang,29260,50.59466849,39640,66,25,9,0,0,0,0
1499,PAS,ZULKURNAINI IBRAHIM,14456,0,2008,Perak,MANJOI,063-023,Kalah,29260,49.40533151,39640,66,25,9,0,0,0,0
1500,UMNO,DATUK ROSNAH KASSIM,13057,5232,2008,Perak,HULU KINTA,063-024,Menang,21242,61.46784672,29326,62,23,14,2,0,0,0
1501,PKR,A AYYATHURAI,7825,0,2008,Perak,HULU KINTA,063-024,Kalah,21242,36.83739761,29326,62,23,14,2,0,0,0
1502,IND,M SATHIYASEELAN,360,0,2008,Perak,HULU KINTA,063-024,Kalah,21242,1.694755673,29326,62,23,14,2,0,0,0
1503,DAP,WONG KAR WOH,13923,5666,2008,Perak,CANNING,064-025,Menang,22180,62.77276826,31990,13,78,8,1,0,0,0
1504,GERAKAN,VINCENT HOOI WY HON,8257,0,2008,Perak,CANNING,064-025,Kalah,22180,37.22723174,31990,13,78,8,1,0,0,0
1505,DAP,ONG BOON PIOW,7197,2515,2008,Perak,TEBING TINGGI,064-026,Menang,11879,60.5859079,18074,17,77,5,0,0,0,0
1506,MCA,DATUK CHEW WAI KHOON,4682,0,2008,Perak,TEBING TINGGI,064-026,Kalah,11879,39.4140921,18074,17,77,5,0,0,0,0
1507,DAP,SU KEONG SIONG,12526,6339,2008,Perak,PASIR PINJI,064-027,Menang,18713,66.93742318,26583,9,89,2,0,0,0,0
1508,MCA,KHOO BOON CHUAN,6187,0,2008,Perak,PASIR PINJI,064-027,Kalah,18713,33.06257682,26583,9,89,2,0,0,0,0
1509,DAP,SUM CHEOK LENG,12848,6010,2008,Perak,BERCHAM,065-028,Menang,19686,65.26465508,26587,11,80,9,0,0,0,0
1510,MCA,GOOI SENG TEIK,6838,0,2008,Perak,BERCHAM,065-028,Kalah,19686,34.73534492,26587,11,80,9,0,0,0,0
1511,DAP,LOKE CHEE YAN,7552,490,2008,Perak,KEPAYANG,065-029,Menang,14614,51.67647461,21256,23,64,13,1,0,0,0
1512,MCA,DATUK TAN CHIN MENG,7062,0,2008,Perak,KEPAYANG,065-029,Kalah,14614,48.32352539,21256,23,64,13,1,0,0,0
1513,DAP,SIVASUBRAMANIAM A/L ATHINARAYANAN,10311,5315,2008,Perak,BUNTONG,065-030,Menang,15307,67.36133795,21930,6,47,46,1,0,0,0
1514,MCA,LEE TUNG  LAI,4996,0,2008,Perak,BUNTONG,065-030,Kalah,15307,32.63866205,21930,6,47,46,1,0,0,0
1515,DAP,HEE YIT FOONG,12219,6707,2008,Perak,JELAPANG,066-031,Menang,19006,64.29022414,26157,6,74,20,0,0,0,0
1516,MCA,LOH KOI PIN,5512,0,2008,Perak,JELAPANG,066-031,Kalah,19006,29.00136799,26157,6,74,20,0,0,0,0
1517,IND,M SARASVATHY,1275,0,2008,Perak,JELAPANG,066-031,Kalah,19006,6.708407871,26157,6,74,20,0,0,0,0
1518,DAP,LIM PEK HAR,13305,6523,2008,Perak,MENGLEMBU,066-032,Menang,20087,66.23686962,27053,4,93,4,0,0,0,0
1519,MCA,CHRISTINA TEOH AI LING,6782,0,2008,Perak,MENGLEMBU,066-032,Kalah,20087,33.76313038,27053,4,93,4,0,0,0,0
1520,DAP,SIVAKUMAR A/L VARATHARAJU NAIDU,9302,2571,2008,Perak,TRONOH,066-033,Menang,16033,58.01783821,24103,21,67,2,0,0,0,0
1521,MCA,LEE KIM CHOY,6731,0,2008,Perak,TRONOH,066-033,Kalah,16033,41.98216179,24103,21,67,2,0,0,0,0
1522,UMNO,DATUK WAN KHAIRIL ANUAR WAN AHMAD,5850,1694,2008,Perak,BUKIT CHANDAN,067-034,Menang,10006,58.46492105,14211,65,26,8,1,0,0,0
1523,PKR,ZULKIFILY IBRAHIM,4156,0,2008,Perak,BUKIT CHANDAN,067-034,Kalah,10006,41.53507895,14211,65,26,8,1,0,0,0
1524,UMNO,DATUK RAMLY ZAHARI,5391,749,2008,Perak,MANONG,067-035,Menang,10033,53.73268215,14114,67,26,6,0,0,0,0
1525,PAS,MOHAMAD YAZID YEOP BAHARUDDIN,4642,0,2008,Perak,MANONG,067-035,Kalah,10033,46.26731785,14114,67,26,6,0,0,0,0
1526,UMNO,DATUK HAMDI ABU BAKAR,5375,14,2008,Perak,PENGKALAN BARU,068-036,Menang,10736,50.06520119,15262,64,25,11,0,0,0,0
1527,PAS,ABU BAKAR HUSSAIN,5361,0,2008,Perak,PENGKALAN BARU,068-036,Kalah,10736,49.93479881,15262,64,25,11,0,0,0,0
1528,DAP,NGA KOR MING,12188,5076,2008,Perak,PANTAI REMIS,068-037,Menang,19300,63.15025907,28011,13,71,15,0,0,0,0
1529,MCA,OOI JING TING,7112,0,2008,Perak,PANTAI REMIS,068-037,Kalah,19300,36.84974093,28011,13,71,15,0,0,0,0
1530,UMNO,DATUK MOHDZAIM ABU HASSAN,6596,2310,2008,Perak,BELANJA,069-038,Menang,10882,60.61385775,14470,87,6,6,1,0,0,0
1531,PAS,MUHAMMAD ISMI MAT TALIB,4286,0,2008,Perak,BELANJA,069-038,Kalah,10882,39.38614225,14470,87,6,6,1,0,0,0
1532,UMNO,DATUK NASARUDIN HASHIM,6556,2068,2008,Perak,BOTA,069-039,Menang,11044,59.3625498,14389,99,0,0,1,0,0,0
1533,PKR,USAILI ALIAS,4488,0,2008,Perak,BOTA,069-039,Kalah,11044,40.6374502,14389,99,0,0,1,0,0,0
1534,DAP,KESHVINDER SINGH A/L KASHMIR SINGH,7801,1362,2008,Perak,MALIM NAWAR,070-040,Menang,14240,54.78230337,23276,17,73,8,1,0,0,0
1535,MCA,DR CHAI SONG POH,6439,0,2008,Perak,MALIM NAWAR,070-040,Kalah,14240,45.21769663,23276,17,73,8,1,0,0,0
1536,DAP,CHEN FOOK CHYE,8459,4435,2008,Perak,KERANJI,070-041,Menang,12483,67.76415926,19857,12,79,9,1,0,0,0
1537,MCA,CHONG MUN WAH,4024,0,2008,Perak,KERANJI,070-041,Kalah,12483,32.23584074,19857,12,79,9,1,0,0,0
1538,UMNO,NORLEE MOHAMED RADZI,6366,1569,2008,Perak,TUALANG SEKAH,070-042,Menang,11163,57.02768073,16651,57,30,13,0,0,0,0
1539,PKR,M NADARAJAH,4797,0,2008,Perak,TUALANG SEKAH,070-042,Kalah,11163,42.97231927,16651,57,30,13,0,0,0,0
1540,UMNO,HAMIDAH OSMAN,10635,636,2008,Perak,SUNGAI RAPAT,071-043,Menang,20634,51.54114568,28830,63,28,10,0,0,0,0
1541,PAS,RADZI ZAINON,9999,0,2008,Perak,SUNGAI RAPAT,071-043,Kalah,20634,48.45885432,28830,63,28,10,0,0,0,0
1542,PKR,CHAN MING KAI,10992,3386,2008,Perak,SIMPANG PULAI,071-044,Menang,18598,59.10312937,26159,29,64,7,0,0,0,0
1543,MCA,CHAN CHIN CHEE,7606,0,2008,Perak,SIMPANG PULAI,071-044,Kalah,18598,40.89687063,26159,29,64,7,0,0,0,0
1544,PKR,CHANG LIH KANG,6533,175,2008,Perak,TEJA,071-045,Menang,12891,50.67876813,19355,4,76,20,0,0,0,0
1545,MCA,YEW SAU KHAM,6358,0,2008,Perak,TEJA,071-045,Kalah,12891,49.32123187,19355,4,76,20,0,0,0,0
1546,MCA,DR MAH HANG SOON,7451,3392,2008,Perak,CHENDERIANG,072-046,Menang,11510,64.73501303,18004,38,36,13,13,0,0,0
1547,PKR,M ARJUNAN,4059,0,2008,Perak,CHENDERIANG,072-046,Kalah,11510,35.26498697,18004,38,36,13,13,0,0,0
1548,UMNO,DATUK SAMSUDIN ABU HASSAN,8628,3252,2008,Perak,AYER KUNING,072-047,Menang,14004,61.61096829,20232,55,28,14,3,0,0,0
1549,PAS,DR AHMAD RAZI OTHMAN,5376,0,2008,Perak,AYER KUNING,072-047,Kalah,14004,38.38903171,20232,55,28,14,3,0,0,0
1550,UMNO,ZAINOL FADZI PAHARUDDIN,8255,1374,2008,Perak,SUNGEI MANIK,073-048,Menang,15136,54.53884778,20990,65,29,1,2,0,0,0
1551,PKR,MUSTAFFA KAMIL AYUB,6881,0,2008,Perak,SUNGEI MANIK,073-048,Kalah,15136,45.46115222,20990,65,29,1,2,0,0,0
1552,UMNO,DRWAN NORASHIKIN WAN NORDIN,8818,1416,2008,Perak,KAMPONG GAJAH,073-049,Menang,16220,54.3649815,21722,93,1,4,1,0,0,0
1553,PAS,MUSTAFA SHAARI,7402,0,2008,Perak,KAMPONG GAJAH,073-049,Kalah,16220,45.6350185,21722,93,1,4,1,0,0,0
1554,DAP,NGEH KOO HAM,12381,8529,2008,Perak,SITIAWAN,074-050,Menang,16233,76.27055997,23632,9,81,10,0,0,0,0
1555,MCA,DING SIEW CHEE,3852,0,2008,Perak,SITIAWAN,074-050,Kalah,16233,23.72944003,23632,9,81,10,0,0,0,0
1556,PAS,MOHAMMAD NIZAR JAMALUDDIN,11994,4474,2008,Perak,PASIR PANJANG,074-051,Menang,19514,61.46356462,26557,66,15,19,0,0,0,0
1557,MIC,DR S VASAN,7520,0,2008,Perak,PASIR PANJANG,074-051,Kalah,19514,38.53643538,26557,66,15,19,0,0,0,0
1558,UMNO,DATUK ZAMBRY ABDUL KADIR,10906,5785,2008,Perak,PANGKOR,074-052,Menang,16027,68.04766956,22574,71,23,4,3,0,0,0
1559,PKR,PKHRAZI@PAKHRAZI MUSA,5121,0,2008,Perak,PANGKOR,074-052,Kalah,16027,31.95233044,22574,71,23,4,3,0,0,0
1560,UMNO,SHA'ARANI MOHAMAD,4984,454,2008,Perak,RUNGKUP,075-053,Menang,9514,52.38595754,13912,67,23,10,0,0,0,0
1561,PAS,MOHD MISBAHUL MUNIR MASDUKI,4530,0,2008,Perak,RUNGKUP,075-053,Kalah,9514,47.61404246,13912,67,23,10,0,0,0,0
1562,PKR,S KESAVAN,7804,1721,2008,Perak,HUTAN MELINTANG,075-054,Menang,13887,56.19644272,20758,51,17,32,0,0,0,0
1563,MIC,S THANGESVARI,6083,0,2008,Perak,HUTAN MELINTANG,075-054,Kalah,13887,43.80355728,20758,51,17,32,0,0,0,0
1564,DAP,SEAH LEONG PENG,13655,7914,2008,Perak,PASIR BEDEMAR,076-055,Menang,19396,70.40111363,28745,16,70,14,0,0,0,0
1565,MCA,LEE HENG,5741,0,2008,Perak,PASIR BEDEMAR,076-055,Kalah,19396,29.59888637,28745,16,70,14,0,0,0,0
1566,PAS,MOHD ANUAR SUDIN,8705,899,2008,Perak,CHANGKAT JONG,076-056,Menang,16511,52.72242747,23609,61,13,26,1,0,0,0
1567,UMNO,DATUK IDRIS HASHIM,7806,0,2008,Perak,CHANGKAT JONG,076-056,Kalah,16511,47.27757253,23609,61,13,26,1,0,0,0
1568,DAP,SIVANESAN A/L ACHALINGAM,6323,1454,2008,Perak,SUNGKAI,077-057,Menang,11192,56.49571122,17290,23,57,19,2,0,0,0
1569,MIC,DATUK S VEERASINGAM,4869,0,2008,Perak,SUNGKAI,077-057,Kalah,11192,43.50428878,17290,23,57,19,2,0,0,0
1570,UMNO,DATUK MOHD KHUSAIRI ABD TALIB,8233,3526,2008,Perak,SLIM,077-058,Menang,12940,63.6244204,17639,73,13,13,1,0,0,0
1571,PAS,ZULQARNAIN HASSAN,4707,0,2008,Perak,SLIM,077-058,Kalah,12940,36.3755796,17639,73,13,13,1,0,0,0
1572,PKR,JAMALUDDIN MOHD RADZI,6771,1027,2008,Perak,BEHRANG,077-059,Menang,12515,54.10307631,18552,57,24,14,5,0,0,0
1573,MIC,DATUK M RAMASAMY,5744,0,2008,Perak,BEHRANG,077-059,Kalah,12515,45.89692369,18552,57,24,14,5,0,0,0
1574,IND,HO YIP KAP,3926,575,2008,Pahang,TANAH RATA,078-001,Menang,9320,42.12446352,14569,19,54,22,6,0,0,0
1575,MCA,CHAI KOK LIM,3351,0,2008,Pahang,TANAH RATA,078-001,Kalah,9320,35.95493562,14569,19,54,22,6,0,0,0
1576,DAP,GO MONG NGING,2043,0,2008,Pahang,TANAH RATA,078-001,Kalah,9320,21.92060086,14569,19,54,22,6,0,0,0
1577,UMNO,WAN ROSDY WAN ISMAIL,4482,2621,2008,Pahang,JELAI,078-002,Menang,6343,70.66057071,8892,82,1,1,16,0,0,0
1578,PKR,ABDULLAH ABDUL WAHAB,1861,0,2008,Pahang,JELAI,078-002,Kalah,6343,29.33942929,8892,82,1,1,16,0,0,0
1579,UMNO,ABDUL RAHMAN MOHAMAD,4653,1188,2008,Pahang,PADANG TENGKU,079-003,Menang,8118,57.31707317,10282,92,4,4,1,0,0,0
1580,PAS,ROSLAN ZAINAL AL - AHMADI,3465,0,2008,Pahang,PADANG TENGKU,079-003,Kalah,8118,42.68292683,10282,92,4,4,1,0,0,0
1581,MCA,FOONG KOONG FUEE,4391,1280,2008,Pahang,CEKA,079-004,Menang,7502,58.53105838,10544,68,26,5,0,0,0,0
1582,PKR,ISHAK SAT,3111,0,2008,Pahang,CEKA,079-004,Kalah,7502,41.46894162,10544,68,26,5,0,0,0,0
1583,UMNO,DATUK MOHD SOFFI ABDUL RAZAK,3437,1358,2008,Pahang,BENTA,079-005,Menang,5516,62.30964467,7599,59,30,11,0,0,0,0
1584,PKR,ZAKARIA ABDUL HAMID,2079,0,2008,Pahang,BENTA,079-005,Kalah,5516,37.69035533,7599,59,30,11,0,0,0,0
1585,UMNO,ABDUL AZIZ MAT KIRAM,5632,2415,2008,Pahang,BATU TALAM,080-006,Menang,8849,63.64560967,11501,82,11,5,2,0,0,0
1586,PAS,ABDULLAH SUHAIMIN SAAT,3217,0,2008,Pahang,BATU TALAM,080-006,Kalah,8849,36.35439033,11501,82,11,5,2,0,0,0
1587,DAP,CHOONG SIEW OON,8270,2451,2008,Pahang,TERAS,080-007,Menang,14089,58.69827525,20419,21,68,10,0,0,0,0
1588,MCA,CHAN CHOON FAH,5819,0,2008,Pahang,TERAS,080-007,Kalah,14089,41.30172475,20419,21,68,10,0,0,0,0
1589,UMNO,DATUK SHAHIRUDDIN AB MOIN,6804,3391,2008,Pahang,DONG,080-008,Menang,10604,64.16446624,14534,62,35,3,1,0,0,0
1590,PKR,KAMALUDIN ABD RAHMAN,3413,0,2008,Pahang,DONG,080-008,Kalah,10604,32.18596756,14534,62,35,3,1,0,0,0
1591,IND,TENGKU YUSOP TENGKU ABDUL HAMID,387,0,2008,Pahang,DONG,080-008,Kalah,10604,3.649566201,14534,62,35,3,1,0,0,0
1592,UMNO,WAN AMIZAN WAN ABDUL RAZAK,5112,1357,2008,Pahang,TAHAN,081-009,Menang,8867,57.65196797,11326,97,1,1,1,0,0,0
1593,PAS,NURIDAH MOHD SALLEH,3755,0,2008,Pahang,TAHAN,081-009,Kalah,8867,42.34803203,11326,97,1,1,1,0,0,0
1594,MCA,LAU LEE,5674,509,2008,Pahang,DAMAK,081-010,Menang,14134,40.14433281,19412,56,37,6,1,0,0,0
1595,PKR,MOHD NOR JAAFAR,5165,0,2008,Pahang,DAMAK,081-010,Kalah,14134,36.54308759,19412,56,37,6,1,0,0,0
1596,IND,KOH BOON HENG,3295,0,2008,Pahang,DAMAK,081-010,Kalah,14134,23.3125796,19412,56,37,6,1,0,0,0
1597,UMNO,DATUK DR AHMAD SHUKRI ISMAIL,8720,3294,2008,Pahang,PULAU TAWAR,081-011,Menang,14146,61.64286724,18074,99,0,1,0,0,0,0
1598,PAS,ISHAK ABDUL GHANI,5426,0,2008,Pahang,PULAU TAWAR,081-011,Kalah,14146,38.35713276,18074,99,0,1,0,0,0,0
1599,PAS,SYED MOHAMMED TUAN LONNIK,10728,1541,2008,Pahang,BESERAH,082-012,Menang,19915,53.86894301,25808,73,24,3,0,0,0,0
1600,UMNO,DATUK FAISAL ABDULLAH,9187,0,2008,Pahang,BESERAH,082-012,Kalah,19915,46.13105699,25808,73,24,3,0,0,0,0
1601,MCA,PANG TSU MING,10300,2136,2008,Pahang,SEMAMBU,082-013,Menang,18464,55.78422877,25427,58,33,9,0,0,0,0
